x,y,c
6,34,34,-1
21,21,25,-1
21,34,26,-1
26,6,12,-1
30,7,27,-1
7,32,0,-1
33,34,4,-1
13,22,13,-1
7,34,22,-1
22,25,32,-1
30,11,30,-1
8,33,32,-1
14,34,30,-1
4,4,16,-1
32,14,3,-1
23,22,35,-1
3,35,14,-1
24,13,0,-1
1,0,14,-1
4,22,3,-1
0,32,31,-1
10,21,8,-1
6,15,6,-1
16,35,10,-1
12,11,25,-1
16,14,11,-1
31,17,26,-1
9,5,3,-1
25,23,20,-1
4,27,6,-1
23,7,19,-1
18,17,20,-1
26,4,35,-1
12,0,14,-1
3,13,25,-1
28,9,3,-1
19,4,20,-1
9,30,6,-1
29,19,29,-1
13,3,0,-1
35,27,7,-1
34,25,4,-1
18,32,8,-1
33,8,25,-1
11,11,2,-1
0,19,11,-1
3,18,31,-1
4,28,25,-1
26,1,25,-1
19,30,28,-1
35,9,19,-1
22,8,25,-1
26,6,21,-1
15,4,9,-1
4,15,1,-1
22,16,20,-1
13,35,3,-1
8,19,11,-1
14,9,28,-1
3,28,2,-1
31,7,11,-1
31,29,35,-1
20,20,6,-1
21,15,26,-1
30,35,21,-1
31,21,17,-1
32,34,17,-1
15,22,0,-1
6,0,10,-1
14,19,18,-1
16,15,6,-1
27,26,35,-1
27,26,35,-1
13,11,14,-1
19,21,29,-1
4,33,14,-1
22,29,28,-1
19,24,15,-1
19,10,31,-1
9,24,15,-1
8,4,10,-1
14,31,0,-1
29,2,26,-1
29,31,17,-1
23,14,2,-1
17,35,35,-1
11,21,8,-1
4,4,12,-1
35,3,22,-1
30,29,10,-1
25,17,14,-1
35,31,26,-1
15,4,8,-1
21,33,20,-1
2,1,34,-1
21,34,13,-1
20,9,14,-1
9,29,18,-1
21,28,2,-1
24,3,11,-1
34,8,28,-1
29,24,3,-1
35,3,7,-1
7,5,5,-1
27,7,22,-1
6,28,20,-1
19,29,9,-1
34,18,3,-1
32,3,11,-1
14,27,30,-1
25,6,3,-1
33,15,7,-1
0,14,10,-1
8,21,15,-1
29,29,3,-1
31,35,11,-1
15,34,20,-1
24,12,2,-1
7,25,22,-1
35,3,29,-1
29,9,15,-1
12,6,30,-1
19,23,8,-1
10,11,30,-1
5,20,3,-1
8,15,2,-1
0,10,16,-1
0,34,29,-1
19,22,18,-1
5,21,1,-1
14,14,10,-1
30,7,33,-1
24,26,20,-1
33,0,31,-1
7,6,15,-1
26,30,10,-1
28,10,20,-1
24,11,34,-1
33,10,20,-1
15,15,21,-1
17,9,16,-1
7,3,23,-1
20,8,29,-1
4,21,30,-1
15,8,16,-1
10,34,26,-1
20,26,1,-1
4,30,28,-1
19,28,2,-1
3,23,33,-1
25,20,6,-1
5,28,26,-1
8,12,34,-1
1,33,35,-1
31,28,7,-1
27,3,5,-1
34,3,11,-1
15,24,5,-1
7,7,33,-1
25,10,21,-1
2,15,5,-1
24,0,13,-1
14,8,6,-1
28,10,3,-1
27,21,31,-1
14,29,14,-1
19,27,18,-1
30,6,6,-1
0,29,29,-1
13,18,3,-1
14,0,35,-1
0,24,35,-1
29,19,24,-1
35,11,34,-1
18,19,35,-1
14,13,28,-1
28,33,19,-1
26,7,25,-1
12,23,34,-1
5,1,16,-1
25,31,16,-1
24,11,21,-1
3,5,4,-1
27,4,31,-1
5,23,30,-1
5,17,8,-1
33,25,5,-1
33,16,12,-1
2,8,0,-1
1,14,17,-1
33,3,28,-1
14,7,4,-1
15,10,9,-1
19,18,29,-1
14,23,32,-1
9,28,13,-1
17,6,19,-1
2,3,15,-1
30,21,23,-1
10,22,17,-1
7,20,0,-1
0,14,7,-1
4,29,34,-1
29,12,16,-1
2,6,3,-1
35,31,12,-1
28,28,18,-1
11,30,1,-1
26,5,22,-1
30,31,9,-1
11,3,9,-1
12,3,3,-1
35,23,32,-1
33,32,24,-1
29,34,10,-1
13,33,6,-1
5,6,34,-1
23,17,9,-1
4,24,14,-1
26,18,9,-1
15,9,28,-1
4,21,31,-1
7,21,34,-1
19,34,30,-1
23,8,29,-1
34,21,6,-1
20,26,28,-1
18,29,26,-1
27,33,30,-1
21,3,12,-1
11,35,1,-1
3,3,23,-1
15,11,24,-1
13,10,2,-1
8,34,26,-1
17,12,11,-1
3,32,17,-1
12,14,26,-1
2,22,3,-1
32,7,23,-1
24,34,22,-1
25,2,25,-1
28,17,16,-1
32,30,27,-1
15,18,5,-1
5,15,33,-1
33,35,29,-1
14,11,23,-1
21,29,25,-1
4,25,13,-1
27,13,11,-1
13,18,13,-1
3,27,30,-1
19,23,5,-1
26,2,3,-1
31,8,19,-1
28,5,34,-1
1,35,9,-1
5,0,2,-1
30,5,7,-1
7,12,0,-1
19,26,18,-1
12,29,25,-1
23,28,13,-1
28,35,31,-1
31,10,19,-1
30,19,4,-1
28,20,20,-1
17,5,20,-1
35,0,5,-1
6,23,18,-1
6,22,24,-1
5,35,33,-1
10,22,25,-1
23,30,4,-1
35,5,15,-1
34,0,34,-1
3,8,34,-1
23,26,4,-1
23,5,20,-1
9,12,7,-1
27,34,10,-1
31,19,9,-1
28,30,11,-1
33,33,5,-1
2,12,10,-1
17,11,26,-1
31,14,35,-1
29,17,5,-1
13,4,10,-1
33,13,2,-1
21,20,17,-1
11,15,0,-1
20,23,10,-1
11,21,8,-1
32,23,0,-1
22,4,11,-1
13,35,25,-1
28,8,6,-1
13,2,27,-1
3,35,20,-1
22,0,21,-1
3,11,16,-1
19,11,4,-1
30,22,25,-1
18,34,12,-1
18,21,32,-1
30,14,11,-1
35,22,35,-1
22,15,1,-1
13,18,17,-1
13,4,17,-1
34,23,9,-1
31,7,20,-1
35,17,23,-1
4,35,1,-1
32,33,22,-1
28,7,16,-1
19,23,2,-1
18,9,17,-1
0,2,16,-1
17,15,20,-1
34,30,8,-1
23,5,31,-1
24,20,12,-1
11,24,27,-1
12,20,4,-1
15,28,12,-1
31,27,35,-1
14,25,24,-1
31,25,26,-1
11,6,21,-1
12,21,31,-1
0,24,0,-1
11,12,20,-1
23,3,8,-1
30,32,8,-1
34,11,16,-1
26,22,23,-1
25,0,13,-1
29,12,18,-1
19,3,25,-1
5,15,26,-1
0,31,14,-1
17,6,27,-1
1,9,30,-1
26,3,26,-1
14,18,17,-1
11,8,4,-1
34,14,20,-1
11,7,12,-1
30,27,16,-1
35,12,11,-1
5,28,7,-1
19,9,29,-1
26,27,3,-1
1,17,22,-1
7,11,4,-1
5,22,13,-1
25,21,27,-1
9,12,14,-1
22,22,21,-1
18,1,33,-1
29,6,6,-1
16,6,31,-1
10,12,2,-1
29,29,19,-1
15,1,11,-1
20,6,33,-1
13,11,34,-1
20,20,11,-1
34,22,33,-1
20,4,15,-1
17,14,21,-1
3,30,7,-1
15,20,20,-1
17,13,13,-1
17,9,30,-1
28,29,16,-1
25,22,27,-1
24,6,28,-1
15,4,14,-1
28,24,35,-1
7,22,13,-1
29,5,23,-1
0,20,8,-1
0,2,21,-1
30,19,30,-1
24,11,3,-1
5,16,25,-1
32,4,11,-1
24,19,16,-1
19,12,20,-1
34,35,6,-1
11,28,28,-1
14,9,12,-1
22,25,14,-1
8,19,13,-1
18,8,24,-1
2,29,21,-1
7,5,5,-1
19,30,5,-1
15,29,33,-1
35,27,32,-1
22,18,5,-1
14,32,30,-1
6,19,19,-1
1,7,3,-1
14,5,27,-1
19,7,20,-1
4,15,25,-1
9,14,35,-1
14,29,8,-1
11,28,15,-1
24,30,33,-1
29,24,10,-1
23,31,9,-1
6,32,32,-1
25,26,1,-1
32,9,9,-1
32,29,4,-1
2,3,18,-1
17,33,11,-1
26,25,19,-1
5,13,30,-1
19,6,18,-1
9,29,29,-1
18,15,5,-1
30,21,32,-1
31,17,5,-1
20,14,35,-1
24,32,18,-1
22,13,31,-1
33,19,20,-1
33,5,33,-1
27,24,19,-1
25,13,28,-1
35,11,8,-1
4,5,29,-1
0,0,26,-1
22,1,20,-1
1,5,16,-1
19,28,30,-1
14,5,29,-1
15,2,34,-1
12,9,2,-1
12,15,15,-1
4,14,26,-1
12,34,11,-1
21,15,28,-1
12,1,29,-1
12,2,34,-1
29,1,26,-1
3,15,12,-1
32,10,30,-1
31,3,20,-1
13,15,35,-1
29,19,29,-1
35,12,27,-1
11,13,22,-1
3,5,23,-1
32,18,25,-1
10,27,6,-1
17,30,2,-1
29,6,12,-1
23,17,15,-1
7,31,30,-1
22,4,30,-1
31,3,6,-1
3,14,19,-1
25,17,5,-1
13,29,23,-1
18,4,14,-1
25,21,24,-1
27,30,30,-1
3,17,28,-1
35,5,3,-1
29,27,7,-1
23,23,10,-1
9,26,25,-1
9,15,22,-1
14,8,16,-1
1,27,0,-1
31,32,21,-1
19,3,31,-1
29,22,12,-1
1,21,33,-1
4,31,5,-1
11,18,8,-1
22,8,14,-1
27,33,9,-1
29,11,18,-1
9,28,25,-1
9,3,21,-1
10,22,24,-1
5,31,26,-1
34,33,12,-1
31,17,7,-1
16,29,5,-1
24,31,13,-1
2,2,10,-1
28,31,1,-1
10,21,9,-1
15,30,12,-1
16,21,14,-1
20,26,10,-1
10,4,23,-1
22,16,20,-1
29,32,29,-1
15,1,24,-1
8,19,6,-1
35,11,18,-1
0,1,3,-1
26,16,13,-1
2,12,34,-1
17,32,5,-1
7,7,25,-1
10,9,5,-1
30,19,18,-1
24,34,19,-1
28,6,2,-1
15,5,30,-1
33,22,31,-1
0,12,28,-1
29,14,4,-1
28,11,17,-1
13,34,4,-1
2,8,13,-1
24,19,12,-1
6,23,10,-1
25,31,33,-1
7,10,18,-1
1,23,4,-1
13,23,32,-1
21,17,27,-1
5,25,2,-1
22,18,17,-1
26,20,25,-1
20,24,24,-1
32,30,27,-1
23,35,23,-1
0,23,13,-1
18,4,1,-1
23,17,24,-1
35,18,21,-1
26,24,26,-1
29,10,8,-1
10,17,9,-1
15,17,33,-1
20,29,28,-1
11,32,7,-1
34,32,30,-1
12,15,35,-1
13,18,32,-1
17,17,15,-1
19,8,3,-1
25,17,29,-1
34,7,26,-1
23,2,23,-1
0,22,17,-1
28,14,29,-1
16,28,26,-1
10,20,5,-1
25,13,3,-1
22,31,0,-1
1,30,8,-1
20,35,5,-1
13,13,28,-1
20,0,31,-1
7,1,33,-1
4,9,11,-1
34,25,20,-1
24,16,4,-1
9,5,18,-1
28,7,29,-1
28,24,23,-1
17,8,2,-1
2,2,16,-1
31,22,16,-1
6,9,33,-1
3,14,7,-1
31,28,12,-1
15,32,8,-1
19,21,30,-1
1,13,1,-1
30,21,26,-1
33,2,34,-1
0,5,16,-1
16,16,18,-1
12,22,28,-1
10,25,22,-1
33,0,30,-1
25,15,26,-1
34,15,27,-1
28,32,20,-1
29,7,5,-1
35,4,24,-1
14,20,9,-1
30,16,25,-1
13,9,11,-1
21,35,16,-1
23,32,17,-1
17,21,12,-1
23,35,27,-1
14,27,24,-1
34,1,11,-1
3,0,15,-1
27,14,16,-1
0,25,12,-1
5,2,21,-1
16,3,20,-1
33,26,32,-1
30,7,18,-1
6,30,33,-1
14,8,5,-1
18,22,6,-1
29,25,22,-1
24,33,17,-1
4,13,6,-1
33,19,24,-1
18,15,27,-1
19,28,17,-1
15,22,24,-1
13,9,34,-1
11,23,22,-1
16,21,8,-1
2,14,13,-1
24,2,26,-1
5,23,20,-1
27,0,3,-1
15,18,34,-1
6,1,27,-1
3,33,29,-1
7,10,2,-1
5,21,5,-1
27,1,6,-1
15,3,20,-1
29,8,3,-1
35,29,6,-1
19,21,6,-1
2,0,4,-1
1,23,22,-1
8,26,19,-1
17,34,29,-1
20,19,31,-1
5,27,32,-1
12,6,16,-1
12,15,4,-1
31,15,33,-1
1,34,18,-1
23,1,19,-1
28,2,22,-1
30,26,12,-1
13,7,26,-1
22,7,10,-1
17,29,1,-1
30,5,7,-1
26,33,3,-1
30,29,18,-1
27,10,16,-1
10,34,17,-1
9,6,35,-1
31,0,25,-1
23,29,13,-1
14,15,20,-1
4,33,13,-1
5,27,34,-1
28,17,32,-1
31,11,25,-1
13,18,35,-1
30,8,13,-1
27,17,19,-1
7,28,35,-1
12,32,28,-1
25,26,8,-1
10,30,21,-1
3,35,12,-1
2,27,9,-1
34,23,0,-1
3,16,18,-1
18,26,27,-1
32,18,24,-1
31,5,33,-1
31,17,29,-1
3,7,19,-1
27,33,29,-1
12,0,28,-1
4,2,35,-1
29,16,2,-1
29,19,19,-1
28,2,9,-1
35,14,7,-1
3,9,12,-1
0,20,10,-1
9,4,17,-1
8,31,14,-1
1,24,14,-1
29,28,33,-1
9,22,13,-1
11,31,33,-1
10,3,15,-1
0,2,9,-1
7,6,34,-1
0,22,19,-1
10,32,23,-1
7,4,34,-1
1,6,22,-1
15,15,31,-1
28,24,17,-1
6,0,28,-1
19,10,32,-1
34,10,14,-1
23,34,0,-1
21,14,23,-1
4,4,19,-1
7,27,3,-1
22,28,9,-1
8,23,25,-1
3,16,13,-1
0,22,29,-1
29,21,20,-1
5,19,30,-1
35,6,8,-1
0,7,2,-1
3,12,6,-1
2,35,13,-1
5,21,5,-1
15,10,29,-1
20,13,25,-1
13,14,11,-1
7,23,12,-1
27,8,31,-1
1,23,17,-1
26,3,24,-1
28,6,16,-1
15,8,32,-1
28,30,33,-1
14,25,7,-1
7,9,21,-1
12,22,15,-1
3,9,2,-1
15,0,26,-1
26,18,13,-1
7,8,17,-1
11,0,3,-1
8,31,28,-1
20,24,22,-1
17,18,11,-1
25,5,20,-1
10,17,22,-1
25,20,32,-1
7,35,12,-1
13,25,30,-1
6,12,2,-1
3,3,19,-1
7,27,14,-1
35,11,18,-1
1,29,0,-1
12,18,5,-1
12,8,22,-1
34,13,22,-1
10,0,21,-1
23,13,26,-1
17,19,18,-1
0,3,22,-1
19,10,13,-1
33,25,5,-1
32,26,34,-1
32,18,32,-1
18,30,4,-1
20,8,17,-1
7,35,17,-1
8,22,10,-1
15,19,9,-1
33,19,12,-1
19,2,2,-1
13,16,7,-1
34,12,33,-1
32,24,31,-1
28,22,5,-1
12,23,30,-1
9,30,29,-1
26,18,15,-1
16,33,34,-1
25,11,34,-1
18,10,0,-1
20,3,32,-1
8,1,8,-1
21,33,13,-1
17,5,15,-1
22,17,2,-1
16,26,12,-1
25,32,31,-1
4,28,8,-1
19,34,19,-1
17,16,10,-1
33,16,13,-1
30,24,15,-1
2,10,12,-1
31,7,34,-1
11,9,31,-1
13,6,2,-1
26,31,14,-1
1,16,7,-1
25,35,5,-1
25,16,1,-1
35,29,33,-1
12,23,2,-1
27,6,28,-1
20,1,35,-1
34,28,8,-1
29,22,30,-1
31,28,26,-1
10,29,6,-1
33,34,21,-1
2,23,17,-1
19,22,10,-1
16,15,34,-1
18,22,4,-1
10,22,21,-1
9,20,14,-1
34,30,0,-1
8,5,28,-1
14,31,1,-1
20,28,35,-1
5,10,23,-1
2,29,25,-1
13,10,20,-1
11,8,23,-1
15,19,9,-1
0,8,10,-1
30,22,20,-1
30,31,25,-1
2,9,1,-1
3,10,29,-1
3,31,20,-1
6,34,29,-1
11,11,19,-1
12,2,28,-1
35,33,27,-1
24,13,35,-1
34,8,2,-1
18,18,13,-1
24,21,2,-1
25,24,28,-1
34,7,24,-1
34,29,2,-1
28,21,29,-1
11,33,31,-1
3,12,8,-1
30,0,21,-1
10,15,29,-1
12,13,12,-1
5,17,33,-1
7,22,1,-1
0,21,25,-1
4,19,18,-1
6,27,3,-1
35,3,16,-1
10,22,8,-1
18,17,25,-1
19,7,4,-1
13,35,33,-1
5,4,15,-1
18,27,1,-1
19,27,2,-1
24,11,2,-1
7,17,29,-1
26,32,32,-1
23,22,19,-1
31,20,16,-1
20,4,23,-1
4,33,22,-1
18,2,6,-1
33,0,33,-1
14,35,5,-1
17,24,16,-1
19,31,14,-1
12,1,26,-1
25,4,13,-1
8,16,13,-1
24,0,17,-1
27,21,14,-1
29,3,32,-1
35,16,32,-1
12,30,32,-1
33,27,0,-1
14,10,11,-1
8,3,12,-1
34,28,33,-1
27,16,13,-1
5,20,29,-1
2,11,14,-1
17,20,33,-1
29,35,13,-1
6,11,24,-1
18,9,15,-1
18,3,6,-1
29,27,9,-1
21,25,1,-1
18,17,17,-1
31,2,1,-1
25,4,28,-1
19,1,12,-1
17,31,27,-1
10,17,2,-1
14,35,27,-1
30,17,10,-1
0,26,1,-1
25,27,7,-1
26,10,4,-1
23,21,6,-1
4,10,10,-1
12,30,12,-1
4,27,23,-1
31,17,4,-1
13,32,19,-1
5,6,16,-1
31,22,6,-1
13,11,13,-1
20,17,23,-1
24,20,9,-1
30,4,35,-1
20,16,9,-1
12,20,0,-1
35,15,34,-1
19,8,30,-1
2,29,16,-1
18,25,2,-1
4,2,13,-1
18,2,10,-1
21,6,30,-1
10,0,34,-1
10,0,30,-1
19,13,14,-1
0,12,9,-1
34,12,17,-1
8,14,11,-1
24,13,16,-1
26,33,34,-1
19,31,0,-1
29,33,22,-1
3,7,22,-1
1,17,22,-1
31,17,15,-1
25,17,28,-1
14,31,4,-1
11,3,34,-1
22,7,27,-1
18,13,25,-1
16,12,0,-1
32,5,33,-1
18,24,5,-1
20,5,2,-1
23,16,19,-1
2,5,0,-1
10,35,11,-1
30,10,14,-1
29,13,1,-1
20,31,14,-1
25,28,26,-1
6,4,11,-1
3,3,15,-1
8,23,20,-1
11,26,0,-1
10,9,21,-1
27,19,0,-1
2,30,11,-1
33,23,24,-1
34,23,35,-1
29,29,27,-1
35,35,32,-1
11,18,35,-1
6,7,2,-1
27,34,9,-1
7,8,18,-1
9,35,17,-1
9,2,11,-1
0,35,14,-1
4,13,18,-1
4,6,11,-1
11,6,26,-1
23,33,8,-1
2,3,15,-1
5,10,29,-1
30,34,2,-1
12,7,1,-1
29,32,19,-1
21,13,34,-1
35,17,12,-1
17,21,34,-1
8,33,4,-1
34,20,17,-1
23,23,1,-1
18,8,27,-1
12,18,25,-1
30,30,12,-1
11,3,25,-1
31,24,2,-1
9,4,19,-1
21,1,5,-1
20,10,18,-1
4,24,18,-1
2,27,21,-1
19,10,9,-1
10,2,27,-1
0,12,21,-1
12,23,5,-1
1,34,9,-1
3,8,13,-1
3,9,31,-1
8,9,5,-1
6,14,9,-1
24,32,1,-1
10,15,27,-1
35,25,9,-1
27,5,21,-1
28,34,8,-1
33,15,23,-1
23,35,31,-1
16,2,4,-1
11,26,14,-1
16,32,8,-1
26,20,20,-1
27,10,35,-1
34,10,4,-1
7,17,10,-1
28,9,8,-1
16,23,23,-1
3,10,2,-1
34,26,4,-1
19,2,30,-1
13,18,26,-1
1,24,27,-1
21,31,17,-1
20,29,27,-1
4,16,24,-1
14,8,34,-1
2,25,21,-1
6,8,31,-1
8,7,21,-1
29,6,3,-1
23,19,2,-1
30,20,26,-1
21,5,2,-1
2,5,11,-1
10,9,28,-1
34,4,16,-1
12,22,5,-1
33,28,14,-1
8,17,1,-1
10,10,7,-1
13,33,6,-1
15,7,26,-1
22,28,11,-1
24,11,32,-1
15,1,5,-1
7,15,25,-1
24,28,12,-1
9,5,20,-1
3,14,1,-1
20,24,11,-1
7,1,25,-1
13,33,32,-1
19,19,5,-1
10,23,16,-1
6,2,33,-1
28,26,12,-1
33,30,4,-1
9,19,10,-1
30,23,4,-1
11,23,28,-1
23,31,9,-1
28,24,6,-1
4,8,25,-1
9,34,12,-1
5,5,31,-1
2,13,21,-1
15,10,31,-1
35,20,14,-1
25,30,17,-1
29,5,5,-1
21,8,16,-1
31,0,4,-1
17,21,28,-1
7,30,27,-1
35,0,12,-1
30,18,25,-1
31,13,35,-1
26,13,35,-1
21,18,29,-1
2,12,15,-1
23,13,23,-1
3,24,4,-1
24,6,25,-1
32,29,35,-1
23,28,15,-1
15,3,34,-1
4,34,27,-1
20,5,4,-1
19,26,3,-1
29,8,31,-1
8,32,24,-1
11,15,13,-1
15,19,35,-1
20,16,28,-1
20,19,0,-1
35,35,3,-1
13,19,18,-1
5,19,23,-1
25,3,29,-1
28,12,1,-1
3,20,13,-1
28,11,29,-1
5,27,28,-1
20,11,8,-1
28,11,8,-1
28,27,7,-1
12,4,6,-1
30,9,26,-1
33,15,9,-1
26,23,21,-1
27,27,21,-1
5,19,32,-1
14,4,23,-1
6,24,15,-1
31,16,6,-1
3,24,33,-1
26,16,18,-1
32,10,7,-1
22,23,22,-1
11,13,10,-1
32,21,1,-1
17,6,0,-1
30,0,4,-1
17,6,28,-1
12,17,24,-1
35,20,28,-1
12,10,9,-1
30,7,35,-1
2,9,23,-1
4,21,16,-1
14,33,17,-1
31,31,23,-1
31,25,23,-1
35,22,10,-1
7,15,27,-1
11,14,28,-1
4,26,2,-1
29,21,25,-1
28,3,15,-1
31,7,16,-1
28,2,13,-1
9,33,8,-1
13,9,33,-1
16,24,0,-1
26,32,15,-1
34,7,29,-1
6,27,35,-1
8,20,0,-1
14,29,3,-1
29,4,11,-1
25,32,13,-1
2,22,26,-1
27,35,35,-1
4,15,4,-1
4,22,0,-1
19,20,23,-1
28,26,31,-1
28,14,31,-1
28,8,4,-1
32,1,9,-1
23,26,21,-1
16,9,7,-1
6,16,22,-1
22,20,2,-1
6,5,24,-1
6,24,24,-1
9,33,30,-1
20,25,8,-1
16,33,33,-1
20,9,34,-1
9,32,5,-1
11,12,30,-1
18,35,10,-1
5,1,30,-1
23,7,15,-1
11,29,4,-1
15,18,17,-1
9,3,6,-1
33,35,3,-1
30,19,13,-1
9,9,25,-1
30,20,18,-1
24,18,33,-1
34,3,14,-1
8,26,1,-1
24,17,30,-1
8,32,28,-1
25,5,31,-1
11,19,10,-1
14,13,30,-1
7,2,19,-1
13,32,3,-1
31,20,21,-1
28,34,5,-1
22,7,31,-1
23,11,13,-1
33,35,25,-1
25,24,11,-1
1,35,30,-1
11,29,23,-1
21,17,26,-1
4,30,2,-1
23,5,23,-1
25,13,1,-1
30,35,24,-1
5,22,35,-1
34,19,34,-1
24,24,2,-1
35,5,17,-1
9,17,11,-1
12,18,8,-1
18,3,18,-1
21,26,23,-1
24,31,0,-1
25,25,35,-1
14,11,1,-1
29,9,0,-1
8,13,24,-1
10,28,10,-1
8,1,7,-1
19,14,25,-1
7,12,28,-1
25,33,35,-1
12,21,30,-1
28,27,0,-1
7,5,11,-1
8,14,0,-1
8,22,14,-1
12,13,6,-1
22,21,8,-1
29,20,2,-1
35,27,14,-1
7,32,28,-1
22,8,29,-1
17,16,20,-1
33,23,25,-1
24,31,20,-1
24,19,6,-1
2,31,35,-1
9,34,20,-1
33,7,20,-1
15,6,11,-1
9,30,7,-1
1,16,31,-1
31,13,11,-1
31,26,34,-1
21,14,9,-1
21,3,28,-1
7,21,4,-1
7,10,18,-1
7,23,25,-1
28,2,12,-1
3,28,22,-1
27,9,2,-1
2,20,16,-1
30,16,6,-1
8,17,1,-1
18,2,20,-1
26,9,5,-1
30,32,32,-1
12,4,19,-1
18,32,2,-1
10,15,30,-1
32,22,19,-1
34,25,4,-1
30,19,20,-1
17,27,17,-1
18,25,19,-1
18,16,8,-1
23,10,5,-1
19,3,9,-1
3,1,21,-1
21,11,0,-1
15,7,23,-1
34,21,12,-1
18,16,11,-1
18,13,18,-1
35,11,8,-1
34,29,24,-1
23,32,14,-1
28,32,17,-1
17,15,34,-1
2,0,9,-1
18,15,32,-1
5,29,18,-1
33,12,14,-1
24,30,27,-1
7,30,18,-1
15,8,27,-1
3,31,23,-1
33,3,19,-1
31,20,34,-1
29,2,34,-1
19,21,29,-1
15,6,3,-1
33,4,15,-1
27,28,25,-1
18,15,35,-1
16,30,8,-1
7,13,3,-1
11,11,23,-1
10,22,7,-1
25,15,10,-1
23,34,11,-1
33,30,17,-1
0,27,21,-1
31,19,30,-1
20,17,9,-1
20,14,20,-1
8,1,13,-1
27,12,4,-1
14,23,26,-1
2,28,22,-1
28,31,20,-1
3,28,14,-1
20,8,22,-1
22,3,21,-1
32,4,18,-1
21,4,32,-1
21,12,34,-1
35,19,26,-1
3,14,29,-1
30,16,21,-1
16,8,17,-1
16,27,25,-1
11,27,34,-1
13,29,1,-1
34,25,21,-1
32,27,25,-1
29,12,17,-1
7,11,1,-1
13,31,15,-1
7,25,11,-1
8,21,19,-1
25,17,26,-1
15,8,17,-1
29,21,11,-1
30,35,16,-1
16,32,7,-1
21,5,20,-1
3,28,11,-1
4,5,6,-1
35,12,11,-1
10,21,12,-1
9,26,10,-1
35,21,18,-1
16,14,20,-1
27,25,35,-1
24,21,31,-1
31,6,16,-1
31,9,8,-1
7,29,14,-1
29,28,26,-1
5,18,27,-1
33,27,18,-1
7,26,3,-1
26,23,18,-1
26,30,23,-1
25,18,8,-1
1,14,14,-1
17,9,24,-1
26,32,33,-1
20,26,6,-1
26,11,24,-1
18,8,16,-1
16,32,22,-1
35,2,25,-1
33,28,20,-1
20,17,2,-1
28,18,32,-1
23,16,22,-1
11,22,34,-1
24,6,4,-1
30,32,15,-1
19,30,4,-1
15,10,0,-1
17,26,2,-1
7,23,10,-1
27,24,27,-1
9,16,26,-1
6,19,6,-1
8,10,8,-1
6,35,14,-1
11,29,26,-1
26,28,21,-1
10,7,11,-1
26,25,1,-1
8,12,5,-1
18,3,29,-1
26,28,25,-1
16,34,9,-1
2,6,19,-1
10,29,34,-1
4,4,28,-1
30,10,20,-1
15,1,8,-1
7,27,13,-1
24,0,25,-1
29,34,8,-1
2,24,0,-1
8,20,35,-1
33,2,21,-1
32,12,30,-1
31,32,34,-1
3,27,25,-1
23,22,26,-1
11,9,17,-1
24,34,33,-1
29,27,32,-1
1,10,20,-1
2,34,5,-1
17,31,7,-1
18,27,0,-1
13,22,32,-1
27,25,3,-1
16,29,6,-1
6,20,15,-1
24,25,29,-1
21,18,21,-1
17,20,11,-1
18,2,9,-1
23,19,4,-1
10,17,11,-1
26,30,14,-1
23,22,19,-1
6,2,28,-1
28,25,13,-1
24,13,2,-1
17,14,20,-1
18,12,20,-1
29,30,22,-1
18,33,21,-1
22,7,3,-1
14,34,33,-1
28,1,35,-1
11,23,18,-1
4,16,7,-1
33,20,0,-1
35,1,30,-1
35,20,6,-1
20,29,16,-1
22,12,29,-1
8,14,1,-1
11,28,15,-1
24,0,32,-1
4,12,19,-1
22,32,15,-1
9,9,35,-1
25,8,17,-1
19,23,1,-1
6,23,30,-1
2,10,6,-1
32,34,21,-1
13,25,29,-1
28,13,30,-1
4,33,22,-1
23,19,34,-1
19,8,7,-1
34,33,31,-1
15,33,18,-1
32,19,6,-1
7,21,32,-1
13,33,30,-1
14,10,19,-1
24,18,12,-1
18,22,10,-1
20,26,9,-1
18,25,34,-1
5,3,11,-1
0,19,8,-1
18,31,7,-1
4,2,9,-1
0,32,6,-1
10,26,33,-1
29,14,15,-1
22,12,18,-1
12,12,8,-1
1,30,13,-1
35,15,16,-1
11,15,15,-1
35,14,11,-1
7,18,29,-1
16,35,25,-1
2,9,32,-1
35,19,10,-1
31,5,3,-1
13,33,15,-1
1,34,26,-1
14,34,5,-1
30,25,1,-1
26,24,15,-1
1,11,13,-1
10,27,28,-1
0,30,2,-1
32,9,1,-1
22,4,22,-1
25,17,19,-1
21,34,17,-1
11,12,31,-1
16,23,0,-1
17,13,5,-1
12,30,16,-1
6,4,24,-1
34,20,34,-1
0,32,7,-1
1,19,12,-1
3,24,9,-1
22,9,8,-1
20,20,0,-1
31,17,23,-1
32,14,0,-1
1,7,30,-1
33,13,15,-1
21,11,35,-1
19,28,32,-1
27,9,31,-1
19,13,19,-1
8,35,9,-1
32,35,9,-1
33,31,26,-1
0,7,21,-1
17,24,28,-1
27,21,5,-1
6,23,32,-1
6,6,24,-1
2,13,34,-1
33,12,27,-1
32,21,6,-1
5,33,6,-1
15,30,17,-1
21,11,4,-1
22,28,28,-1
14,19,29,-1
19,26,32,-1
16,12,3,-1
20,14,32,-1
34,27,9,-1
25,23,10,-1
32,9,7,-1
18,4,18,-1
35,5,9,-1
19,28,1,-1
